interaction_title	interaction_type	feature	category_key	feature_id	status	summary	related_region	menu	shortcut	preconditions	edge_cases	acceptance_criteria
Compute Video Embeddings	background	Compute Video Embeddings	EIX	EIX-018	아이디어	비디오 Entry의 전사 요약·키포인트와 화면 타입 정보를 입력으로 사용해 비디오 콘텐츠 의미를 표현하는 임베딩 벡터를 계산	-	-	-	- 대상 Entry가 비디오 계열 포맷으로 분류된 상태 - 전사 요약·키포인트 및 화면 타입 정보 등 임베딩 입력이 준비된 상태 - 임베딩 인덱싱 기능이 활성화된 상태	- 전사 생성 실패 또는 오디오 품질 문제로 입력이 부족한 경우 - 길이가 매우 길어 입력을 구간별로 축약해야 하는 경우 - 임베딩 계산 서비스 오류로 계산이 실패하는 경우	- 비디오 Entry가 대상인 상태일 때, 시스템이 임베딩을 계산하면, 비디오 콘텐츠 의미 임베딩 벡터를 저장함. - 임베딩이 저장된 상태일 때, 시스템이 인덱스를 갱신하면, 의미 기반 검색·유사도 판단에 해당 벡터를 활용할 수 있게 함. - 계산이 실패한 상태일 때, 시스템이 실패를 기록하면, 실패 원인을 오류 상세로 조회 가능하게 함.
Open Collection Filter Composer	command	Define Collection Filter	RCL	RCL-001	배포 완료	Entries View 상단에서 Collection Filter Composer를 열어 현재 콜렉션의 스코프·조건을 편집 가능 상태로 전환	file_manager_window.content_pane.content_header.collection_fillter_composer	Edit	⌘F	- 현재 페이지가 필터 편집을 지원하는 상태	- 이미 Collection Filter Composer가 열린 상태에서 호출되는 경우 - 미저장 필터 변경이 존재하는 경우	- 현재 페이지가 필터 편집을 지원하는 상태일 때, 사용자가 해당 인터랙션을 호출하면, Collection Filter Composer가 표시되고 Filter Query 입력 필드로 포커스가 이동함 - Composer가 이미 열린 상태일 때, 사용자가 해당 인터랙션을 호출하면, Filter Query 입력 필드로 포커스가 이동함 - 미저장 필터 변경이 존재하는 상태일 때, 사용자가 해당 인터랙션을 호출하면, 미저장 변경이 반영된 Composer를 표시함
Collapse Collection Filter Composer	command	Define Collection Filter	RCL	RCL-001	배포 완료	Collection Filter Composer를 닫아 페이지 타이틀 바 기본 상태로 전환하며, 미저장 변경은 유지	file_manager_window.content_pane.content_header.collection_fillter_composer	-	ESC	- Collection Filter Composer가 열린 상태	- 미저장 필터 변경이 존재하는 경우 - 필터 편집 중 호출되는 경우 - 필터 생성 파이프라인이 실행 중인 상태에서 호출되는 경우	- Collection Filter Composer가 열린 상태일 때, 사용자가 해당 인터랙션을 호출하면, Collection Filter Composer가 닫히고 페이지 타이틀 바 기본 상태로 전환함 - 미저장 필터 변경이 존재하는 상태일 때, 사용자가 해당 인터랙션을 호출하면, 변경을 폐기하지 않고 유지하며, 타이틀바에 미저장 상태를 표시함 - 필터 편집 중인 상태일 때, 사용자가 해당 인터랙션을 호출하면, 진행 중인 편집 UI와 함께 Collection Filter Composer를 닫음 - 필터 생성 파이프라인이 실행 중인 상태에서 사용자가 해당 인터랙션을 호출하면, 파이프라인은 중단하지 않고 진행 상태를 유지함
Type Collection Filter Query	input	Define Collection Filter	RCL	RCL-001	배포 완료	필터 쿼리 텍스트필드에 쿼리를 입력해 입력값을 갱신	file_manager_window.content_pane.content_header.collection_fillter_composer	-	-	- Collection Filter Composer가 열린 상태	-	- Generate Filter Suggestions from Query가 실행 중일 때, 사용자가 텍스트필드에 포커스되었다면, 값을 입력할 수 있음 
Submit Collection Filter Query	command	Define Collection Filter	RCL	RCL-001	배포 완료	텍스트필드에 입력된 쿼리를 제출해 필터 생성 파이프라인을 시작	file_manager_window.content_pane.content_header.collection_fillter_composer	-	⏎	- Collection Filter Composer가 열린 상태 - Filter Query 입력 필드가 포커스된 상태 - 입력값이 존재하는 상태 - Generate Filter Changes from Query가 실행 중이지 않은 상태	- 직전과 동일 입력값을 연속 제출하는 경우	- 텍스트필드에 값이 존재하는 상태일 때, 사용자가 해당 인터랙션을 호출하면, Generate Filter Suggestions from Query가 시작됨 - Generate Filter Suggestions from Query가 실행 중일 때, 사용자가 텍스트필드에 값을 입력했더라도, 사용자가 해당 인터랙션을 호출을 진행할 수 없음 - 사용자가 해당 인터랙션이 호출되었을 때, 직전과 동일 입력값을 연속 제출했다면, 시스템이 중복 실행을 시작하지 않고 기존 실행 또는 직전 결과를 유지함
Generate Filter Changes from Query	background	Define Collection Filter	RCL	RCL-001	배포 완료	제출된 쿼리를 해석해 현재 필터에 반영할 구조화 조건 변경안을 산출해 반환	-	-	-	- Submit Collection Filter Query가 발생한 상태	- 아무 조건이 생성되지 않고 반환되는 경우 - 생성이 실패/오류로 종료되는 경우	- Submit Collection Filter Query가 발생한 상태일 때, 시스템이 제출된 쿼리를 처리하면, 필터 변경안을 생성해 결과로 반환함 - 시스템이 쿼리를 처리했을 때 생성된 조건이 없다면, 빈 변경안을 반환함 - 시스템이 쿼리를 처리했을 때 실패/오류로 종료되면, 실패 상태와 오류 정보를 반환함
Apply Generated Filter Changes	background	Define Collection Filter	RCL	RCL-001	배포 완료	생성된 필터 변경안을 현재 필터 정의에 일괄 반영	file_manager_window.content_pane.content_header.collection_fillter_composer	-	-	- Generate Filter Changes from Query 결과가 성공으로 반환된 상태	-	- Generate 결과가 성공으로 반환된 상태일 때, 시스템이 변경안을 적용하면, 현재 필터 정의가 최신 생성본으로 갱신됨
Generate Filter Suggestions from Query	background	Define Collection Filter	RCL	RCL-001	취소	제출된 쿼리를 해석해 필터 변경안을 생성하고, 기존 필터와의 매칭 결과(신규/수정/제거 제안)를 포함해 반환	-	-	-	- Submit Collection Filter Query가 발생한 상태	- 아무 조건이 생성되지 않고 반환되는 경우 - 생성이 실패/오류로 종료되는 경우	- Submit Collection Filter Query를 수신했을 때, 시스템이 제출된 쿼리를 처리하면, 제안된 변경안을 생성해 결과로 반환함 - 시스템이 쿼리를 처리했을 때,  생성된 조건이 없다면, 조건이 없는 상태를 반환함 - 시스템이 쿼리를 처리했을 때, 실패/오류로 종료되면, 실패 상태와 오류 정보를 반환함
Show Generated Filter Suggestions	display	Define Collection Filter	RCL	RCL-001	취소	생성된 제안을 필터 영역에 사용자의 후속 결정을 대기하는 ‘제안 상태’로 표시	file_manager_window.content_pane.content_header.collection_fillter_composer	-	-	- Collection Filter Composer가 열린 상태 - Generate Filter Suggestions from Query 결과가 성공으로 반환된 상태	-	- 시스템이 생성된 필터 제안을 표시할 때, 기존 동일한 프로퍼티 컨디션이 존재하지 않는다면, 신규 컨디션 제안 상태로 추가됨 - 시스템이 생성된 필터 제안을 표시할 때, 기존 동일한 프로퍼티 컨디션이 존재한다면, 해당 컨디션이 제안된 오퍼레이터와 값으로 덮어씌어진 제안 상태로 표시됨 - 시스템이 생성된 필터 제안을 표시할 때, 기존 컨디션을 제거하는 제안이 포함되어있다면, 제거 대상 컨디션이 비활성된 제안 상태로 표시됨
Apply Generated Filter Suggestion	command	Define Collection Filter	RCL	RCL-001	취소	해당 제안 상태의 필터를 확정하여 적용하여 새로 추가하거나, 값을 수정함	file_manager_window.content_pane.content_header.collection_fillter_composer	-	-	- Collection Filter Composer가 열린 상태 - 제안 상태 항목이 존재하는 상태 - 적용 대상 제안 항목이 지정된 상태 - Generate Filter Suggestions from Query가 실행 중이지 않은 상태	-	- 사용자가 제안 상태 컨디션을 확정 적용할 때, 적용 대상이 신규 컨디션 제안이라면, 해당 컨디션이 제안 상태에서 확정 상태로 전환됨. - 사용자가 제안 상태 컨디션을 확정 적용할 때, 적용 대상이 기존 컨디션 수정 제안이라면, 해당 컨디션이 제안된 오퍼레이터와 값으로 확정되고 제안 상태가 해제됨. - 사용자가 제안 상태 컨디션을 확정 적용할 때, 적용 대상이 기존 컨디션 제거 제안이라면, 해당 컨디션이 필터에서 제거됨.
Reject Generated Filter Suggestion	command	Define Collection Filter	RCL	RCL-001	취소	해당 제안 상태 항목을 거절하여 제안 이전 상태로 되돌리거나, 제안된 필터를 제거함	file_manager_window.content_pane.content_header.collection_fillter_composer	-	-	- Collection Filter Composer가 열린 상태 - 제안 상태 항목이 존재하는 상태 - 거절 대상 제안 항목이 지정된 상태 - Generate Filter Suggestions from Query가 실행 중이지 않은 상태	-	- 사용자가 제안 상태 컨디션을 거절할 때, 적용 대상이 신규 컨디션 제안이라면, 해당 컨디션이 필터에서 제거됨. - 사용자가 제안 상태 컨디션을 거절할 때, 적용 대상이 기존 컨디션 수정 제안이라면, 해당 컨디션이 기존 오퍼레이터와 값으로 복원되고 제안 상태가 해제됨. - 사용자가 제안 상태 컨디션을 거절할 때, 적용 대상이 기존 컨디션 제거 제안이라면, 해당 컨디션의 비활성 상태가 해제되고 제안 상태가 해제됨
Apply All Generated Filter Suggestions	command	Define Collection Filter	RCL	RCL-001	취소	표시된 모든 제안 상태 항목을 한 번에 확정 적용	file_manager_window.content_pane.content_header.collection_fillter_composer	-	⌘⌥⏎	- Collection Filter Composer가 열린 상태 - 제안 상태 항목이 1개 이상 존재하는 상태 - Generate Filter Suggestions from Query가 실행 중이지 않은 상태	-	- 제안 상태 항목이 1개 이상일 때, 사용자가 해당 인터랙션을 호출하면, 모든 제안이 확정되고 제안 표식이 제거됨. - 수정/신규/제거 제안이 혼재된 상태일 때, 사용자가 일괄 적용하면, 각 제안 타입에 맞는 확정 동작이 모두 수행됨.
Reject All Generated Filter Suggestions	command	Define Collection Filter	RCL	RCL-001	취소	표시된 모든 제안 상태 항목을 한 번에 거절해 기존 필터 상태로 복원함	file_manager_window.content_pane.content_header.collection_fillter_composer	-	⌘⌥⌫	- Collection Filter Composer가 열린 상태 - 제안 상태 항목이 1개 이상 존재하는 상태 - Generate Filter Suggestions from Query가 실행 중이지 않은 상태	-	- 제안 상태 항목이 1개 이상일 때, 사용자가 일괄 거절하면, 모든 제안 표식이 제거되고 기존 필터 상태가 유지/복원됨.
Open Collection Scope Menu	command	Define Collection Filter	RCL	RCL-001	배포 완료	스코프 드롭다운 메뉴를 열어 컨디션이 적용될 스코프를 선택할 수 있는 옵션을 제공	file_manager_window.content_pane.content_header.collection_fillter_composer	-	-	- Collection Filter Composer가 열린 상태	- 스코프 메뉴가 이미 열린 상태에서 호출되는 경우	- 사용자가 해당 인터랙션을 호출했을 때, 스코프 메뉴가 표시되었다면, 선택 가능한 모든 디렉토리 목록이 노출됨 - 스코프 메뉴가 이미 열린 상태일 때, 사용자가 해당 인터랙션을 호출하면, 열린 상태를 유지함 (닫기 위해선 해당 요소 바깥을 클릭)
Add Directory To Collection Scope	command	Define Collection Filter	RCL	RCL-001	배포 완료	스코프 메뉴에서 디렉토리를 추가해 콜렉션 스코프를 디렉토리 집합으로 확장	file_manager_window.content_pane.content_header.collection_fillter_composer	-	-	- Collection Filter Composer가 열린 상태 - 스코프 메뉴가 열린 상태  - Generate Filter Changes from Query가 실행 중이지 않은 상태	- 상위/하위 관계의 디렉토리를 추가하는 경우  - 추가하려는 디렉토리가 이미 스코프에 포함된 경우  - 전체 스토리지 스코프 상태에서 디렉토리를 추가하는 경우 	- 스코프 메뉴에서 특정 디렉토리에 포커스했을 때, 사용자가 해당 인터랙션을 호출하면, 해당 디렉토리가 스코프에 포함됨 - 사용자가 특정 디렉토리를 스코프에 추가하려할 때, 해당 디렉토리가 이미 스코프에 포함되어 있다면, 중복으로 판단해 스코프에 추가하지 않음  - 상위 디렉토리가 스코프에 포함된 상태일 때, 사용자가 하위 디렉토리를 추가하면, 상위 디렉토리를 제거하고 하위 디렉토리로 교체함 - 하위 디렉토리가 스코프에 포함된 상태일 때, 사용자가 상위 디렉토리를 추가하면, 하위 디렉토리를 제거하고 상위 디렉토리로 교체함 - 현재 전체 스토리지 스코프 상태일 때, 사용자가 특정 디렉토리를 추가하려 한다면, 현재 스코프를 디렉토리 집합 상태로 전환함
Remove Directory From Collection Scope	command	Define Collection Filter	RCL	RCL-001	배포 완료	스코프 메뉴에서 디렉토리를 제거해 콜렉션 스코프를 축소	file_manager_window.content_pane.content_header.collection_fillter_composer	-	-	- Collection Filter Composer가 열린 상태 - 스코프 메뉴가 열린 상태  - Generate Filter Changes from Query가 실행 중이지 않은 상태	- 마지막 남은 디렉토리를 제거하는 경우  - 현재 디렉토리를 제거하는 경우	- 스코프 메뉴에서 특정 스코프된 디렉토리에 포커스했을 때, 사용자가 해당 인터랙션을 호출하면, 해당 디렉토리가 스코프에서 제외됨 - 사용자가 스코프 집합에서 특정 디렉토리에서 제외하려할 때, 마지막 디렉토리가 제거된다면, 현재 스코프를 전체 스토리지 스코프 상태로 전환함  - 현재 페이지가 디렉토리 페이지일 때, 사용자가 스코프 집합에서 현재 디렉토리를 제외하려한다면, 남은 스코프 집합을 따르거나 전체 스토리지 스코프 상태로 전환됨
